Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic
www.ellepimmobiliare.it,0,0,/www.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/aplicativos/index1.php,0,http,0,1,1,0,0,1,0,1,0,1,1
voice-international.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,0,1
tahubulat.co.id,0,0,/allana/dropbox/,0,http,0,0,0,1,1,1,0,1,1,1,1
www.uvm.edu,0,0,/perkins/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.uvm.edu,0,0,/~afsdept/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.radaradt.com,0,0,/portal/libraries/gantry/images/iphone/js/home.php,0,http,0,2,2,0,0,1,0,1,0,1,1
formcrafts.com,0,0,/a/valaccount,0,https,0,0,0,0,0,1,0,1,0,0,2
sandralucashyde.org,0,0,/login.yahoo/yahoo.com%20[Lastet%20Update]/indexz.html,0,http,0,1,1,0,0,1,0,1,0,0,1
www.voicechasers.com,0,0,/database/showactor.php,0,http,0,2,2,0,0,0,0,0,0,0,2
www.uvm.edu,0,0,/~hag/personal/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.uvm.edu,0,0,/envnr/vtcfwru/,0,http,0,0,0,1,0,1,0,0,0,0,0
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica13/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
ip-160-153-224-253.ip.secureserver.net,0,0,/,1,http,0,2,0,0,0,0,0,1,0,0,0
tinyurl.com,0,0,/kjmmw57,0,http,0,0,0,0,0,0,0,1,0,1,0
www.rcgrd.uvm.edu,0,0,/,0,http,0,2,0,1,0,1,0,0,0,0,0
www.bluefield.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,2
www.inklineglobal.com,0,0,/products/vdp/,0,http,0,0,0,0,0,0,0,0,0,0,2
madilina.com,0,0,/wordpress/error_txt/validate.htm,0,http,0,0,0,0,0,1,0,1,0,0,1
www.cre8tivproductions.com,0,0,,0,http,0,0,0,0,0,0,0,0,1,0,1
bunchyogurt.com,1,0,/wp-content/themes/x/framework/css/index.php,0,http,0,1,1,0,0,1,0,1,0,1,1
www.canadahentai.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.bridgewater.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,2
www.uvm.edu,0,0,/~jleonard/,0,http,0,0,0,1,0,1,0,0,0,0,0
halpcenter-001acontscheck.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.pamelynferdin.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.uvm.edu,0,0,/~dpelkey/,0,http,0,0,0,1,0,1,0,0,0,0,0
kenmetcalf.com,0,0,/old/images/su.htm,0,http,0,0,0,0,0,1,0,1,0,0,1
mashtaresort.com,0,0,/mail.htm,0,http,0,0,1,2,0,2,0,1,0,1,2
owahelpsno.16mb.com,0,0,/,0,http,0,0,0,0,0,0,0,1,1,0,1
ellimanestate.executeart.in,0,0,/$%25%23&%25*/,0,http,0,0,0,1,0,1,0,1,1,0,1
www.uvm.edu,0,0,/~uvmppd/,0,http,0,1,1,1,0,1,0,0,0,0,0
phpmatrimonialscript.in,0,0,/wp-includes/SimplePie/css/BOA/qes.php,0,http,0,0,2,1,0,1,0,1,0,0,2
www.geocities.com,0,0,/angelicangelsnf/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.ronelmm.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
acct8877.esy.es,0,0,/index.html,0,http,0,2,0,1,1,1,0,1,1,0,1
www.rustmaster.com.br,0,0,/ml/,0,https,0,2,0,1,0,1,0,1,0,0,1
zovermedical.com.sa,0,0,/bcvbcvsss/aptgd/,0,http,0,0,0,1,0,1,0,1,0,0,1
newsvanguard.in,0,0,/secure/BOA/home/confirm.php,0,https,0,0,1,1,0,1,0,1,0,0,2
www.mbr-pwrc.usgs.gov,0,0,/id/framlst/i4140id.html,1,http,0,1,0,1,0,1,0,0,0,0,0
daydo-app.com,0,0,/ibeacon/configuration/Billing/information/verification/secure/center/amz/moises/4da943b781212f12af6a38cec88316f4/welog.php,1,https,0,0,1,2,0,2,0,1,0,0,1
contasinativascaixafgts.name,0,0,/caixa.gov.br/pages/inter/index.php,0,http,0,1,2,1,1,1,0,1,1,0,1
tinyurl.com,0,0,/ll59xhm,0,http,0,0,0,0,0,0,0,1,0,1,0
hb.redllink.com,0,0,/.ars/empresas/login.htm,0,http,0,1,2,1,1,1,0,1,1,0,1
library.uvm.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,0
community.livejournal.com,0,0,/jrockyaoi/,0,http,0,0,0,0,0,1,0,0,0,0,2
bit.ly,0,0,/2pWteUy,0,http,0,0,0,1,0,1,0,1,0,1,0
1drv.ms,0,0,/xs/s!AvfoNB0AXVhBqm2v9e3mLYZGm2Y8,0,https,0,0,0,0,0,1,0,1,0,0,2
festivalbecause.org,0,0,/boks/rap/olsag/almiu.html,0,http,0,0,1,0,0,0,0,1,0,0,1
lexavierpartners.com,0,0,/lex/info/,0,http,0,0,0,0,0,1,0,1,0,0,1
www.paypal-customerfeedback.com,0,0,/,1,https,0,0,2,2,0,2,0,1,0,0,0
lhhaokailighting.com,0,0,/wellsfargo.Gucci/identity.php,0,http,0,2,2,0,0,1,0,1,0,0,1
www.privateholes.com,0,0,/anime/anime-sex/index6.html,0,http,0,2,2,0,0,1,0,0,0,0,2
www.stanfordalumni.org,0,0,/birdsite/text/species/red-breasted_sapsucker.html,0,http,0,2,1,0,0,1,0,0,0,0,2
tinyurl.com,0,0,/l6as4o2,0,https,0,0,0,0,0,0,0,1,0,1,0
yanluxe.com,0,0,/wp-content/themes/idstore/js/index.php,0,http,0,0,2,0,0,1,0,1,0,0,1
www.daansystems.com,0,0,/daancalendar/,0,http,0,0,0,2,0,0,0,0,0,0,2
www.abcroadandlockassistance.com,0,0,/IWA/GD/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.bluefield.edu,0,0,/templates/system/details.asp,0,http,0,2,1,1,0,1,0,0,0,0,2
www.saiastrology.com,0,0,/sender/Leaves/filewords/index.php,0,http,0,2,2,0,0,1,0,1,0,0,1
www.swerdlow.co.uk,0,0,/,0,http,0,2,0,0,0,0,0,0,0,0,1
skafs.ca,0,0,/Wealthsecuredhelp/ivxn/home/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.penguin.net.nz,0,0,/,0,http,0,2,0,1,0,1,0,0,0,0,2
www.uvm.edu,0,0,/~sigep/,0,http,0,0,0,1,0,1,0,0,0,0,0
alexanderpetricek.com,0,0,/EserviceMain/irs/ir/index.html,0,http,0,0,2,2,0,2,0,1,0,0,1
contactplus.com,0,0,/products/freestuff/task.htm,0,http,0,0,0,0,0,1,0,0,0,0,2
fgtsliberacao.com,0,0,/processa.php,0,http,0,0,0,0,0,1,0,1,1,0,1
www.three-musketeers.net,0,0,/mike/animeopinions.html,1,http,0,2,2,0,0,1,0,0,0,0,2
vuongquocsen.com,0,0,/index.html.php,0,http,0,2,1,0,0,1,0,1,1,0,1
www.galeon.com,0,0,/kmh/,0,http,0,0,0,0,0,0,0,0,0,0,0
formcrafts.com,0,0,/a/27508,0,https,0,0,0,0,0,1,0,1,0,0,2
unblocking-notice.co.nf,0,0,/verify/index.htm,1,http,0,2,0,0,0,1,0,1,0,0,0
dhlmail.000webhostapp.com,0,0,/Linkedinn/login.htm,0,http,0,2,0,1,0,0,0,1,0,0,0
www.uvm.edu,0,0,/~hearts/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.birdphotography.com,0,0,/species/giwo.html,0,http,0,2,0,0,0,0,0,0,0,0,2
librievini.it,0,0,/casfhgkjfhgkjdfhuigiyuyuruejfhjhgfjdhkj,0,http,0,0,2,0,0,1,0,1,0,0,1
dj00.co.vu,1,0,/css/,0,http,0,0,2,1,1,1,0,1,1,0,0
www.blackabba.com,0,0,/sign-on/yahoo/Y1.html,0,http,0,2,0,2,0,1,0,1,0,0,1
www.paypal-resolveds.com.informations-payments.nut.cc,0,0,/webapps/11fe9/websrc,1,http,0,1,1,2,0,2,0,1,0,0,2
home.earthlink.net,0,0,/~sandypaws/,0,http,0,0,0,0,0,1,0,0,0,0,0
pelotes.jea.com,0,0,/animalfact/birds/woodpeck.htm,0,http,0,2,0,0,0,0,0,0,1,0,2
inativasfgtsativas.site,0,0,/tnt/caixa.gov.br/pages/inter/envio1.php,0,http,0,1,2,1,1,1,0,1,1,0,1
www-tech.mit.edu,0,0,/v110/n37/gilber.37a.html,1,http,0,1,0,1,0,1,0,0,0,0,0
verification-members.net,0,0,/webapps/3db39/,1,https,0,0,0,1,1,1,0,1,1,0,1
www.uvm.edu,0,0,/~uvmchs/,0,http,0,0,0,1,0,1,0,0,0,0,0
attlw.net,0,0,/m/cprodx.att.net/commonLogin/igate_edam/controller.html,0,http,0,1,2,1,1,1,0,1,1,0,1
marcof.pro.br,0,0,/acesso.criptografado/cliente.conectado/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,0,http,0,1,1,1,0,1,0,1,0,0,1
www.pileatedwoodpeckercentral.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
emax.kiev.ua,0,0,/wp-admin/network/online/ppl/b5579b272d610f0640c300afb0bda1ce/,0,http,0,0,1,1,0,1,0,1,0,0,1
env-9019617.jelastic.regruhosting.ru,0,0,/libraries/legacy/access/system.php,1,http,0,1,1,0,0,1,0,1,0,0,2
universityrankings.com.au,0,0,/css/OWA(1).HTML,0,https,0,2,0,1,0,1,0,1,0,0,2
www.momsweetmoms.com,0,0,/demo2/Dropbox/Dropbox/,0,http,0,0,0,0,0,1,0,1,0,0,2
wish4job.com,0,0,/page/mpelidrop.html,0,http,0,0,0,2,0,2,0,1,0,0,1
zemindar.lt,0,0,/wp-content/languages/dpbx/index.php,0,http,0,0,2,1,0,1,0,1,0,0,2
www.searchengineer.co.uk,0,0,/,0,http,0,2,0,0,0,0,0,0,0,0,1
www.tanglebox.net,0,0,,0,http,0,0,0,0,0,0,0,0,1,0,1
dhalander.com.br,0,0,/cadastro_cliente77/atendimento_pessoa_fisica/atualizar/index1.php,0,http,0,2,1,1,0,1,0,1,0,0,1
www.japanesebobtails.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
innoscript.nl,0,0,/paypal-customer/webapps/,0,http,0,0,0,1,0,1,0,1,1,0,1
www.museum.lsu.edu,0,0,/~remsen/ibw.html,0,http,0,1,0,1,0,1,0,0,0,0,0
new72matchphotos.890m.com,0,0,/index.htm,0,http,0,2,0,0,0,0,0,1,1,0,0
umeda.com.br,0,0,/bba/BOA/home/,0,http,0,0,0,1,0,1,0,1,1,0,1
vtspacegrant.org,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
sivasosb.org.tr,1,0,/joomla1.txt,0,http,0,1,2,1,1,1,0,1,0,0,2
indonesianwonderagate.com,0,0,/zee/validate.htm,0,http,0,1,1,0,0,1,0,1,0,1,1
www.uvm.edu,0,0,/~uvmopt/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.geocities.com,0,0,/enchantedforest/dell/8545/va.html,0,http,0,2,2,2,0,2,0,0,0,0,2
www.bitsmithsoft.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,2
sign-app-privacy.hol.es,0,0,/logins.php,1,http,0,2,0,1,1,1,0,1,1,0,1
www.christendom.edu,0,0,,0,http,0,0,0,1,0,1,0,0,0,0,2
www.scribblemedia.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
anp.awn.com,0,0,/juneforay.html,0,http,0,2,0,0,0,1,0,0,1,0,0
caixa.com.br.fgtsagendesaqueconta.com,0,0,/consulta8523211/principal.php,0,http,0,1,1,0,0,1,0,1,1,0,1
fb-recover-10.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
ryogamasaki.netfirms.com,0,0,/,0,http,0,0,0,0,0,0,0,0,1,0,0
dressesmela.com,0,0,//kmd/image.htm,0,http,1,0,0,0,0,1,0,1,0,0,1
www.cyber-matrix.com,0,0,/prosched.html,1,http,0,2,0,0,0,1,0,0,0,1,2
www.roadmap-placement.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,1,1
confluentc.com,0,0,/images/excelfile/74432a853b79550cdab03dbb6bbd3497/,0,http,0,0,2,0,0,0,0,1,0,0,1
supporto-informatici.info,0,0,/cartasi.html,1,http,0,0,0,1,0,1,0,1,1,0,1
forms.zohopublic.com,0,0,/koogee/form/ACTIVATIONFORM/formperma/g51Bb2g53DaChBA4be0h2kCA_,0,https,0,0,1,0,0,0,0,1,0,0,0
www.riclogauto.96.lt,0,0,/login.php,0,http,0,1,0,1,0,1,0,1,1,0,0
www.noisefloor.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
vtpb-www2.cvm.tamu.edu,0,0,/brightsmith/,1,http,0,2,0,1,0,1,0,0,1,0,0
fractus.com,0,0,/atendimento.santander.pessoa.fisica11/atendimento_pessoa_fisica/atualizar/index1.php,0,http,0,1,1,0,0,0,0,1,0,0,2
mhasantech.com,0,0,/wp-content/plugins/woocommerce/templates/global/you.have-75nab/,0,http,0,0,1,1,1,1,0,1,1,0,1
www.missalli.nl,0,0,/images/banners/english-0/en/en/doss/,0,https,0,0,2,1,0,1,0,1,0,0,1
www.talkingtimekeeper.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.group41.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,0,1
rcwrecovery.fws.gov,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,0
theparlourbeautyrooms.ie,0,0,/jimu/gmx/gmx.html,0,http,0,0,0,1,0,1,0,1,0,0,2
kiwi-pools.com,0,0,/dir8/confirm_identity.php,1,http,0,0,1,0,0,1,0,1,1,0,1
www.sping-doo.si,0,0,/http/www/Santander.com.br/br/Cliente_ID=/,1,http,0,1,2,1,0,1,1,1,0,0,2
web-designing-india.org,0,0,/dpbx/dpbx/index.php,1,http,0,0,0,2,0,1,0,1,0,0,1
www.mochamedia.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.uvm.edu,0,0,/snr/,0,http,0,2,0,1,0,1,0,0,0,0,0
di11.co.vu,0,0,/css/,0,http,0,0,2,1,1,1,0,1,1,0,0
www.emblemma.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.redcarpetweb.com,0,0,/,0,http,0,0,0,2,0,0,0,0,0,0,2
www.cancellieri.org,0,0,/pmo_index.htm,0,http,0,2,0,2,0,1,0,0,0,0,1
www.redlineseo.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
freespace.virgin.net,0,0,/susan.armitage/macaws.htm,0,http,0,1,0,0,0,1,0,0,0,0,2
www.uvm.edu,0,0,/uvmtoday/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.gilmourcreative.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
wish4job.com,0,0,/page/musapdf.html,0,http,0,0,0,2,0,2,0,1,0,0,1
tr.im,0,0,/1e0rQ,0,https,0,0,0,1,0,1,0,1,0,1,2
geocities.com,0,0,/plugplaymanga/,0,http,0,0,0,2,0,2,0,0,0,0,2
blocked-notifications.co.nf,0,0,/confirm/index.htm,1,http,0,2,0,0,0,1,0,1,0,0,0
www.geocities.com,0,0,/televisioncity/taping/6785/index.html,0,http,0,2,2,2,0,2,0,0,0,0,2
shop.luigibaldo.com,0,0,/cloud/logintoyouraccount.securebilling/mi/index/web/,0,http,0,2,1,0,0,0,0,1,0,0,2
fdhdfhdfhhfdfdhhdfhhfddfdf.blogspot.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,1
astorwilliam.tripod.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.uvm.edu,0,0,/snr/,0,http,0,2,2,1,0,1,0,0,0,0,0
www.polyplanltd.com,0,0,/js/en/,0,https,0,0,0,0,0,1,0,1,0,0,1
savagtolldoc.us,0,0,/done/index.html,0,http,0,0,0,1,0,1,0,1,1,0,1
www.searchenginepeople.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,0
thehotelmanagment.com,0,0,/Prime/,0,http,0,0,0,1,1,1,0,1,1,1,1
www.voicechasers.com,0,0,/database/showactor.php,0,http,0,2,2,0,0,0,0,0,0,0,2
www.cr-mufg-jp.win,0,0,/service/visitors/asps/sinkitou,1,http,0,0,2,1,0,1,0,1,1,0,1
tauruswelding.com,0,0,/flight/stage/af/ad/ghjk/pvtd_clnt/index2.php,0,http,0,0,2,2,0,2,0,1,0,0,1
guard.trustlawsuits.com,0,0,/fresh.php,0,http,0,2,0,0,0,1,0,1,1,0,1
www.rankingman.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica9/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
www.winpim.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
starbulletin.com,0,0,/96/07/11/features/story3.html,0,http,0,0,0,0,0,0,0,0,0,0,2
hunmumu.com,0,0,/str/Ma/,0,http,0,0,0,0,0,1,0,1,1,0,1
www.coldwaterimages.com,0,0,/brandt_s_cormorant.html,0,http,0,2,2,0,0,1,0,0,0,0,1
plumberstomballtx.net,0,0,/wp-content/bod/E2F-BIN/E2NCNR01.php,0,http,0,0,1,0,0,1,0,1,1,0,1
imnh.isu.edu,0,0,/digitalatlas/bio/birds/wdpkrs/rnsa/rnsa_mai.htm,0,http,0,2,2,1,0,1,0,0,0,0,0
ibcnews.pk,0,0,/admin/chasee/fcc.php,0,http,0,0,1,1,1,1,0,1,0,0,2
depatmens-recon2017.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.thilldesign.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
voicechasers.com,0,0,/forum/viewforum.php,0,http,0,0,0,0,0,0,0,0,0,0,2
www.cm-soft.net,0,0,/index1.html,1,http,0,2,0,0,0,1,0,0,0,0,1
www.impactgroup.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.eladorno.co,0,0,/de/index.htm,0,http,0,2,0,0,0,1,0,1,1,0,1
tumbuang-fb.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.angelfire.com,0,0,/anime4/wildefyre/,0,http,0,0,0,0,0,0,0,0,0,0,0
c0.16mb.com,0,0,/k/,0,http,0,0,0,0,0,0,0,1,1,0,1
www.avesphoto.com,0,0,/website/na/species/flkgil-1.htm,0,http,0,2,2,2,0,2,0,0,0,0,1
dhlmail.000webhostapp.com,0,0,/Linkedinn/Email_error.htm,0,http,0,2,2,0,0,0,0,1,0,0,0
www.adult-anime-hentai.com,0,0,/,1,http,0,0,0,1,1,1,0,0,1,0,1
acct-recovery-check.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
montereybay.com,0,0,/creagrus/asian_barbets.html,0,http,0,0,0,0,0,0,0,0,0,0,2
dallas177.arvixeshared.com,0,0,/~jforgash/Ppl.php,0,https,0,2,0,2,0,2,0,1,0,0,2
lepoker-en-ligne.com,0,0,/wp-admin/posh.htm,1,http,0,0,0,0,0,1,0,1,1,0,1
academica.pt,0,0,/U/mail.htm,0,http,0,0,1,1,1,1,0,1,0,0,2
violattions-notifications-seresa.esy.es,0,0,/confirmations/index.html,1,http,0,2,2,1,1,1,0,1,1,0,1
mobile-free.kofoed-fr.com,0,0,/Compte/93843687342927348376/8325682376834768237648/95993/65569/moncompte/,1,http,0,0,1,1,1,1,0,1,1,0,1
p080.ezboard.com,0,0,/badragonballyaoirpg,0,http,0,0,0,0,0,0,0,0,1,0,2
www.uvm.edu,0,0,/~phibeta/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.searchenginepatrol.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.cgdesign.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
timerecorder.51.net,0,0,/,0,http,0,0,0,1,1,1,0,0,0,0,2
www.cnu.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,2
www.moonaluna.net,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.bsad.uvm.edu,0,0,/,0,http,0,2,0,1,0,1,0,0,0,0,0
www.pawsandpurrscattery.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
revistatourgourmet.com,0,0,/tmp/mail-box/TnpBNE16VTFPRGc1/,0,http,0,0,2,0,0,1,0,1,0,1,1
133.130.103.10,0,1,/23/,0,http,0,2,0,1,0,1,0,1,0,0,1
communicatewithsh.com,0,0,/shellnor/mttkl3.com/2650/1survey/,0,http,0,0,2,0,0,1,0,1,1,0,1
www.chevysportsman.com,0,0,/xxxxx/Aol/aol.htm,0,https,0,2,0,2,0,2,0,1,0,0,2
latitudeinfra.com,0,0,/admin/uploade/01myfs/dada9b67bf59f6aadf1357adbdfc409a/,0,http,0,0,1,0,0,1,0,1,0,0,2
harigoindia.com,0,0,/old-site/xx/ya/Yahoo.htm,0,http,0,0,0,0,0,1,0,1,0,0,1
en.wikipedia.org,0,0,/wiki/sula_(bird),0,http,0,0,0,2,0,2,0,0,0,0,0
anuragjewellery.com,0,0,/upd_CH_as/2bc34fe40102b33bffca0b8a38f2b4e7/,0,https,0,0,2,0,0,1,0,1,0,0,1
www.fws.gov,0,0,/midway/rfbo.html,0,http,0,2,0,1,0,1,0,0,0,0,0
www.uvm.edu,0,0,/~biomed/,0,http,0,0,0,1,0,1,0,0,0,0,0
innamorata.com.ar,0,0,/melodyfriespitchment/Docusign/index.php,0,http,0,2,2,1,1,1,0,1,0,0,1
www.geocities.com,0,0,/apple_toh/index.html,0,http,0,2,0,2,0,2,0,0,0,0,2
www.andrewrobertsllc.info,0,0,/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,0,http,0,2,1,0,0,0,0,1,0,0,1
fsdressbd.com,0,0,/Resources/libraries/KJI/crypt/index.html,0,http,0,0,2,1,1,1,0,1,1,0,1
check091.hol.es,0,0,/log11.php,0,http,0,2,0,1,1,1,0,1,1,0,1
www.birdguides.com,0,0,/species/species.asp,0,http,0,2,2,2,0,2,0,0,0,0,2
www.geocities.com,0,0,/fluffydreamscatteryca/index.html,0,http,0,2,2,2,0,2,0,0,0,0,2
www.coupestudios.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.folioinc.com,0,0,,0,http,0,0,0,0,0,1,0,0,1,0,1
fb-secure-notifications.hol.es,0,0,/service/index.php,1,http,0,2,2,1,1,1,0,1,1,0,1
sitesumo.com,0,0,/outlook-app/main.html,0,http,0,0,0,0,0,0,0,1,0,0,2
eveannlovero.com,0,0,/modules/footer/mp/autoexcel/excel/index.php,0,http,0,2,1,2,0,1,0,1,0,0,2
taeamigo.com,0,0,/EserviceMain/irs/ir/index.html,0,https,0,0,0,0,0,1,0,1,0,0,1
www.kattenbach.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.purfectkittypersians.com,0,0,/,0,http,0,0,0,1,1,1,0,0,1,0,1
cover-acct5438.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
bit.ly,0,0,/2p6nYKl,0,http,0,0,0,1,0,1,0,1,0,1,0
www.registersuccess.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.uvm.edu,0,0,/~uvmivcf/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.vaxtech.com,0,0,/birthday-reminder.htm,0,http,0,2,0,0,0,0,0,0,0,0,1
www.geocities.com,0,0,/enchantedforest/dell/8545/fraley.html,0,http,0,2,2,2,0,2,0,0,0,0,2
www.uvm.edu,0,0,/~topcats/,0,http,0,0,0,1,0,1,0,0,0,0,0
fb-securityloginfo707txtinc.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.100clubchicago.org,0,0,/asset/office/350/,0,http,0,0,0,0,0,1,0,1,0,0,1
www.umtweb.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,2
everdreamhimalayan.tripod.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
forms.zohopublic.com,0,0,/adminhelpdesk/form/Reunionformforindividual/formperma/b0e00045C9hHf46k0BK80mG4B,0,https,0,0,1,0,0,0,0,1,0,0,0
www.octopusmediaink.com,0,0,/gilbertgottfried.html,0,http,0,2,0,0,0,1,0,0,0,0,1
unitedgpdev.com,0,0,/fonts/paglg/personas/,0,http,0,0,0,0,0,1,0,1,0,0,2
hoiniki.by,0,0,/wp-content/ngg/modules/1/sa/admin.html,0,http,0,0,1,1,0,1,0,1,0,0,2
www.uvm.edu,0,0,/greening/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.leclubfur.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
briut.fruitfuldemo.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,0,1
www.foryoursoft.com,0,0,/hypercalendar/,0,http,0,0,0,0,0,1,0,0,0,1,2
www.nehuenmultimedia.com.ar,0,0,/html/atomic_clock.html,0,http,0,1,2,1,1,1,0,0,1,0,1
www.abbc.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,1,0,1
www.tgslabs.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
aolonlineservices.cba.pl,0,0,/chase.php,0,http,0,2,0,0,0,1,0,1,0,0,0
pages-5566.hol.es,0,0,/facebook-security,1,http,0,0,0,1,1,1,0,1,1,0,1
www.naturia.per.sg,0,0,/buloh/birds/nectarina_jugularis.htm,0,http,0,1,2,0,0,1,0,0,0,0,2
www.tinyjewels.homestead.com,0,0,/index.html,0,http,0,1,0,0,0,0,0,0,0,0,1
www.dickgautier.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.lushmedia.co.uk,0,0,/,0,http,0,2,0,0,0,1,0,0,0,0,1
www.geocities.com,0,0,/milhorn2002/index.html,0,http,0,2,0,2,0,2,0,0,0,0,2
www.ecrew.org,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.kiddlyn.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.angelfire.com,0,0,/celeb/starzbios/gottfried_g.html,0,http,0,2,2,0,0,0,0,0,0,0,0
itbsbr.com,0,0,/lma/DHL/DHLExpress/autofil/id.php,0,http,0,0,1,0,0,0,0,1,0,0,1
www.angelfire.com,0,0,/anime3/hoshinokaze/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.cardinal-broadcast.com,0,0,,1,http,0,0,0,1,1,1,0,0,1,1,1
us.imdb.com,0,0,/name/nm0292677/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.rainforestconservation.org,0,0,/data_sheets/birds/cc_woodpecker.html,0,http,0,2,2,0,0,1,0,0,0,0,2
www.neseabirds.com,0,0,/stormpwsp.htm,0,http,0,2,0,2,0,0,0,0,0,0,2
www.kenyabirds.org.uk,0,0,/cormorant-lt.htm,0,http,0,1,0,0,0,0,0,0,0,0,1
jose200495fgts.com,0,0,/processa.php,0,http,0,0,0,1,1,1,0,1,1,0,1
kesenianjawa.undip.ac.id,0,0,/wp-content/plugins/ADOBE_YEAR_2017/index.htm,0,http,0,1,1,2,0,2,0,1,0,0,0
